"sofifa_id","player_url","short_name","long_name","player_positions","overall","potential","value_eur","wage_eur","age","dob","height_cm","weight_kg","club_team_id","club_name","league_name","league_level","club_position","club_jersey_number","club_loaned_from","club_joined","club_contract_valid_until","nationality_id","nationality_name","nation_team_id","nation_position","nation_jersey_number","preferred_foot","weak_foot","skill_moves","international_reputation","work_rate","body_type","real_face","release_clause_eur","player_tags","player_traits","pace","shooting","passing","dribbling","defending","physic","attacking_crossing","attacking_finishing","attacking_heading_accuracy","attacking_short_passing","attacking_volleys","skill_dribbling","skill_curve","skill_fk_accuracy","skill_long_passing","skill_ball_control","movement_acceleration","movement_sprint_speed","movement_agility","movement_reactions","movement_balance","power_shot_power","power_jumping","power_stamina","power_strength","power_long_shots","mentality_aggression","mentality_interceptions","mentality_positioning","mentality_vision","mentality_penalties","mentality_composure","defending_marking_awareness","defending_standing_tackle","defending_sliding_tackle","goalkeeping_diving","goalkeeping_handling","goalkeeping_kicking","goalkeeping_positioning","goalkeeping_reflexes","goalkeeping_speed","ls","st","rs","lw","lf","cf","rf","rw","lam","cam","ram","lm","lcm","cm","rcm","rm","lwb","ldm","cdm","rdm","rwb","lb","lcb","cb","rcb","rb","gk","player_face_url","club_logo_url","club_flag_url","nation_logo_url","nation_flag_url"
"242585","https://sofifa.com/player/242585/tsubasa-shibuya/220002","T. Shibuya","涉谷 飞翔","GK","59","63","240000.0","850.0","26","1995-01-27","189","89","112092.0","Nagoya Grampus","Japanese J. League Division 1","1.0","RES","18.0","","2017-10-01","2022.0","163","Japan","","","","Right","2","1","1","Medium/Medium","Normal (185+)","No","318000.0","","","","","","","","","10","9","15","17","11","8","14","11","19","16","26","31","31","55","39","48","55","18","78","7","15","7","6","39","16","31","10","11","11","59","57","64","58","59","28.0","23+2","23+2","23+2","18.0","21","21","21","18.0","21+2","21+2","21+2","19+2","20+2","20+2","20+2","19+2","17+2","20+2","20+2","20+2","17+2","18+2","22+2","22+2","22+2","18+2","58+2","https://cdn.sofifa.net/players/242/585/22_120.png","https://cdn.sofifa.net/teams/112092/60.png","https://cdn.sofifa.net/flags/jp.png","","https://cdn.sofifa.net/flags/jp.png"
"239906","https://sofifa.com/player/239906/stefano-guidotti/220002","S. Guidotti","Stefano Alessandro Guidotti","CM","60","71","550000.0","2000.0","22","1999-06-16","185","75","10032.0","FC Lugano","Swiss Super League","1.0","SUB","22.0","","2017-07-01","2022.0","47","Switzerland","","","","Right","3","2","1","Medium/Medium","Normal (185+)","No","908000.0","","","51.0","49.0","56.0","59.0","54.0","63.0","43","51","45","64","41","58","46","35","61","60","52","51","61","60","64","48","46","71","64","52","54","56","53","57","26","54","57","54","51","6","13","8","7","5","","54+2","54+2","54+2","55.0","56","56","56","55.0","58+2","58+2","58+2","57+2","60+2","60+2","60+2","57+2","56+2","59+2","59+2","59+2","56+2","55+2","55+2","55+2","55+2","55+2","14+2","https://cdn.sofifa.net/players/239/906/22_120.png","https://cdn.sofifa.net/teams/10032/60.png","https://cdn.sofifa.net/flags/ch.png","","https://cdn.sofifa.net/flags/ch.png"
"246350","https://sofifa.com/player/246350/enzo-le-fee/220002","E. Le Fée","Enzo Jeremy Le Fée","CM, CAM, RM","71","81","4200000.0","9000.0","21","2000-02-03","170","58","217.0","FC Lorient","French Ligue 1","1.0","RCM","10.0","","2018-11-13","2024.0","18","France","","","","Right","3","4","1","Medium/Medium","Lean (170-)","No","9200000.0","","Playmaker (AI)","63.0","53.0","73.0","75.0","56.0","46.0","67","48","44","77","51","75","68","68","75","77","61","64","70","64","90","56","64","63","34","56","49","60","73","74","54","74","54","59","58","8","11","14","13","10","","60+2","60+2","60+2","68.0","68","68","68","68.0","71+2","71+2","71+2","70+2","71+2","71+2","71+2","70+2","65+2","64+2","64+2","64+2","65+2","62+2","56+2","56+2","56+2","62+2","17+2","https://cdn.sofifa.net/players/246/350/22_120.png","https://cdn.sofifa.net/teams/217/60.png","https://cdn.sofifa.net/flags/fr.png","","https://cdn.sofifa.net/flags/fr.png"
"210006","https://sofifa.com/player/210006/thomas-dahne/220002","T. Dähne","Thomas Dähne","GK","67","68","875000.0","6000.0","27","1994-01-04","193","84","576.0","Holstein Kiel","German 2. Bundesliga","2.0","SUB","21.0","","2020-07-01","2023.0","21","Germany","","","","Right","4","1","1","Medium/Medium","Normal (185+)","No","1500000.0","","Long Passer (AI), Rushes Out Of Goal","","","","","","","14","14","17","32","16","12","20","15","18","25","46","48","36","67","41","50","60","38","68","20","27","20","17","53","26","48","10","16","13","70","58","66","63","72","47.0","30+2","30+2","30+2","28.0","31","31","31","28.0","31+2","31+2","31+2","29+2","31+2","31+2","31+2","29+2","27+2","28+2","28+2","28+2","27+2","27+2","27+2","27+2","27+2","27+2","66+2","https://cdn.sofifa.net/players/210/006/22_120.png","https://cdn.sofifa.net/teams/576/60.png","https://cdn.sofifa.net/flags/de.png","","https://cdn.sofifa.net/flags/de.png"
"201262","https://sofifa.com/player/201262/vladimir-darida/220002","V. Darida","Vladimír Darida","CM, CAM, CDM","76","76","7000000.0","40000.0","30","1990-08-08","172","67","166.0","Hertha BSC","German 1. Bundesliga","1.0","SUB","6.0","","2015-07-18","2023.0","12","Czech Republic","","","","Right","4","3","2","High/High","Lean (170-185)","Yes","11900000.0","#Engine","Long Shot Taker (AI), Team Player","66.0","70.0","74.0","78.0","70.0","63.0","70","67","60","76","65","78","78","69","75","78","68","64","77","75","85","75","76","95","48","73","56","69","72","75","76","79","72","74","65","16","14","16","14","14","","70+2","70+2","70+2","73.0","73","73","73","73.0","75+1","75+1","75+1","75+1","76","76","76","75+1","74+2","73+2","73+2","73+2","74+2","72+2","67+2","67+2","67+2","72+2","21+2","https://cdn.sofifa.net/players/201/262/22_120.png","https://cdn.sofifa.net/teams/166/60.png","https://cdn.sofifa.net/flags/de.png","","https://cdn.sofifa.net/flags/cz.png"
"188996","https://sofifa.com/player/188996/atdhe-nuhiu/220002","A. Nuhiu","Atdhe Nuhiu","ST","66","66","725000.0","5000.0","31","1989-07-29","197","85","15009.0","SC Rheindorf Altach","Austrian Football Bundesliga","1.0","RS","9.0","","2021-07-01","2023.0","219","Kosovo","","","","Right","4","3","1","High/High","Normal (185+)","No","1100000.0","#Aerial Threat, #Strength","Solid Player","32.0","66.0","59.0","64.0","42.0","78.0","47","66","77","68","65","68","61","39","52","70","32","32","46","64","36","68","34","63","91","62","73","29","68","65","72","62","40","44","34","13","11","14","12","13","","66","66","66","60.0","64","64","64","60.0","63+2","63+2","63+2","60+2","62+2","62+2","62+2","60+2","49+2","55+2","55+2","55+2","49+2","47+2","53+2","53+2","53+2","47+2","18+2","https://cdn.sofifa.net/players/188/996/22_120.png","https://cdn.sofifa.net/teams/15009/60.png","https://cdn.sofifa.net/flags/at.png","","https://cdn.sofifa.net/flags/xk.png"
"222734","https://sofifa.com/player/222734/sang-woo-kang/220002","Kang Sang Woo","강상우 姜祥佑","LB, LW","72","73","2500000.0","6000.0","27","1993-10-07","176","62","1474.0","Pohang Steelers","Korean K League 1","1.0","LB","10.0","","2014-01-01","2021.0","167","Korea Republic","","","","Right","3","3","1","High/Medium","Lean (170-185)","No","3300000.0","","Leadership, Speed Dribbler (AI)","82.0","64.0","70.0","68.0","65.0","62.0","74","62","50","70","45","68","68","72","62","64","81","83","82","68","74","79","37","86","64","58","33","67","72","71","60","61","67","67","65","12","16","15","12","9","","67+2","67+2","67+2","70.0","69","69","69","70.0","69+2","69+2","69+2","71+2","68+2","68+2","68+2","71+2","71+2","66+2","66+2","66+2","71+2","70+2","62+2","62+2","62+2","70+2","19+2","https://cdn.sofifa.net/players/222/734/22_120.png","https://cdn.sofifa.net/teams/1474/60.png","https://cdn.sofifa.net/flags/kr.png","","https://cdn.sofifa.net/flags/kr.png"
"212104","https://sofifa.com/player/212104/jaime-gomez/220002","J. Gómez","Jaime Gómez Valencia","RB, CM, RWB","70","70","1500000.0","6000.0","27","1993-07-17","176","67","113134.0","Fútbol Club Juárez","Mexican Liga MX","1.0","RES","5.0","","2021-07-01","2025.0","83","Mexico","","","","Right","3","3","1","Medium/Medium","Lean (170-185)","No","2600000.0","","","76.0","63.0","63.0","71.0","64.0","70.0","59","65","59","70","58","73","59","54","66","69","74","77","76","70","75","66","54","85","63","59","71","63","62","58","63","59","62","68","64","9","10","10","8","12","","66+2","66+2","66+2","68.0","67","67","67","68.0","67+2","67+2","67+2","69+1","67+2","67+2","67+2","69+1","69+1","67+2","67+2","67+2","69+1","68+2","65+2","65+2","65+2","68+2","16+2","https://cdn.sofifa.net/players/212/104/22_120.png","https://cdn.sofifa.net/teams/113134/60.png","https://cdn.sofifa.net/flags/mx.png","","https://cdn.sofifa.net/flags/mx.png"
"182428","https://sofifa.com/player/182428/yu-yang/220002","Yang Yu","杨宇","LB, CM","58","58","45000.0","2000.0","36","1985-04-18","186","75","112961.0","Qingdao FC","Chinese Super League","1.0","SUB","32.0","","2018-02-02","2021.0","155","China PR","","","","Right","3","2","1","High/High","Lean (185+)","No","70000.0","","Team Player","49.0","58.0","50.0","57.0","53.0","64.0","46","57","38","61","43","54","41","27","50","62","44","53","56","56","66","63","33","70","62","59","70","58","61","42","58","57","41","63","59","11","15","8","15","12","","56+2","56+2","56+2","55.0","56","56","56","55.0","55+2","55+2","55+2","55+2","57+1","57+1","57+1","55+2","57+1","58","58","58","57+1","56+2","55+2","55+2","55+2","56+2","18+2","https://cdn.sofifa.net/players/182/428/22_120.png","https://cdn.sofifa.net/teams/112961/60.png","https://cdn.sofifa.net/flags/cn.png","","https://cdn.sofifa.net/flags/cn.png"
"229748","https://sofifa.com/player/229748/mayron-george/220002","M. George","Mayron Antonio George Clayton","ST","68","69","1400000.0","7000.0","27","1993-10-23","189","85","1862.0","FC Lausanne-Sport","Swiss Super League","1.0","SUB","12.0","","2021-07-25","2026.0","72","Costa Rica","","","","Right","3","3","1","High/Low","Normal (185+)","No","2100000.0","#Strength","Power Header","87.0","64.0","49.0","64.0","29.0","81.0","43","63","67","56","59","64","52","50","43","65","87","87","68","63","61","76","90","68","90","55","73","15","65","46","55","56","40","18","16","9","11","8","11","8","","68+1","68+1","68+1","63.0","65","65","65","63.0","61+2","61+2","61+2","62+2","53+2","53+2","53+2","62+2","47+2","45+2","45+2","45+2","47+2","45+2","46+2","46+2","46+2","45+2","16+2","https://cdn.sofifa.net/players/229/748/22_120.png","https://cdn.sofifa.net/teams/1862/60.png","https://cdn.sofifa.net/flags/ch.png","","https://cdn.sofifa.net/flags/cr.png"
"242603","https://sofifa.com/player/242603/harisson-marcelin/220002","H. Marcelin","Jean Harisson Marcelin","CB","71","79","3900000.0","18000.0","21","2000-02-12","197","82","69.0","AS Monaco","French Ligue 1","1.0","RES","15.0","","2020-01-30","2024.0","18","France","","","","Right","3","2","1","Medium/Medium","Lean (185+)","No","8200000.0","","","62.0","35.0","49.0","52.0","71.0","75.0","24","30","69","64","32","49","28","32","58","55","54","68","46","68","37","59","68","62","84","27","69","68","27","52","35","65","70","73","72","15","11","12","14","14","","50+2","50+2","50+2","47.0","49","49","49","47.0","51+2","51+2","51+2","50+2","56+2","56+2","56+2","50+2","60+2","66+2","66+2","66+2","60+2","63+2","71+2","71+2","71+2","63+2","19+2","https://cdn.sofifa.net/players/242/603/22_120.png","https://cdn.sofifa.net/teams/69/60.png","https://cdn.sofifa.net/flags/fr.png","","https://cdn.sofifa.net/flags/fr.png"
"227819","https://sofifa.com/player/227819/samuel-portugal-lima/220002","Samuel Portugal","Samuel Portugal Lima","GK","71","75","2000000.0","5000.0","27","1994-03-29","188","80","10031.0","Portimonense SC","Portuguese Liga ZON SAGRES","1.0","GK","94.0","","2019-01-04","2025.0","54","Brazil","","","","Left","3","1","1","Medium/Medium","Stocky (185+)","No","4400000.0","","Rushes Out Of Goal, Cautious With Crosses, Saves with Feet","","","","","","","19","14","13","30","19","15","19","14","31","26","45","41","36","62","51","54","61","33","68","18","26","12","14","63","25","52","11","15","14","74","67","72","67","75","43.0","29+2","29+2","29+2","29.0","31","31","31","29.0","32+2","32+2","32+2","30+2","32+2","32+2","32+2","30+2","25+2","28+2","28+2","28+2","25+2","25+2","25+2","25+2","25+2","25+2","70+2","https://cdn.sofifa.net/players/227/819/22_120.png","https://cdn.sofifa.net/teams/10031/60.png","https://cdn.sofifa.net/flags/pt.png","","https://cdn.sofifa.net/flags/br.png"
"260183","https://sofifa.com/player/260183/jair-tavares-da-silva/220002","Jair","Jair Tavares da Silva","CM","64","65","675000.0","500.0","26","1994-08-03","174","68","100325.0","HJK Helsinki","Finnish Veikkausliiga","1.0","LCM","6.0","","2021-01-01","2022.0","54","Brazil","","","","Right","3","3","1","Medium/Medium","Lean (170-185)","No","1500000.0","","Flair","77.0","57.0","62.0","66.0","56.0","67.0","54","55","46","65","45","65","57","57","64","64","78","76","71","63","79","61","68","79","61","58","68","59","58","64","60","66","56","59","55","14","14","5","14","8","","60+2","60+2","60+2","64.0","63","63","63","64.0","64+1","64+1","64+1","65","64+1","64+1","64+1","65","63+2","63+2","63+2","63+2","63+2","62+2","59+2","59+2","59+2","62+2","18+2","https://cdn.sofifa.net/players/260/183/22_120.png","https://cdn.sofifa.net/teams/100325/60.png","https://cdn.sofifa.net/flags/fi.png","","https://cdn.sofifa.net/flags/br.png"
"165889","https://sofifa.com/player/165889/chu-young-park/220002","Park Chu Young","박주영 朴周永","ST, RW","68","68","525000.0","2000.0","35","1985-07-10","182","75","982.0","FC Seoul","Korean K League 1","1.0","SUB","10.0","","2015-03-10","2021.0","167","Korea Republic","","","","Right","4","3","2","High/Medium","Normal (170-185)","Yes","656000.0","","Injury Prone, Leadership, Finesse Shot, Technical Dribbler (AI)","57.0","68.0","69.0","69.0","37.0","59.0","62","68","68","70","72","67","78","77","62","73","53","60","71","61","69","67","83","41","68","65","55","32","73","75","81","68","31","36","40","8","12","7","12","6","","68","68","68","67.0","68","68","68","67.0","69-1","69-1","69-1","65+2","64+2","64+2","64+2","65+2","51+2","52+2","52+2","52+2","51+2","49+2","49+2","49+2","49+2","49+2","15+2","https://cdn.sofifa.net/players/165/889/22_120.png","https://cdn.sofifa.net/teams/982/60.png","https://cdn.sofifa.net/flags/kr.png","","https://cdn.sofifa.net/flags/kr.png"
"239636","https://sofifa.com/player/239636/ayo-simon-okosun/220002","A. Okosun","Ayo Simon Okosun","CM","63","63","500000.0","3000.0","27","1993-07-21","197","85","272.0","Odense Boldklub","Danish Superliga","1.0","SUB","20.0","","2020-10-05","2024.0","13","Denmark","","","","Right","3","2","1","Medium/Medium","Normal (185+)","No","625000.0","#Aerial Threat, #Strength","Power Header","43.0","55.0","58.0","61.0","59.0","83.0","52","61","78","65","47","62","35","35","62","65","52","35","37","60","61","55","81","80","91","45","68","56","67","60","39","68","57","57","53","13","14","6","10","8","","63","63","63","58.0","60","60","60","58.0","60+2","60+2","60+2","60+2","63","63","63","60+2","59+2","63","63","63","59+2","58+2","64-1","64-1","64-1","58+2","16+2","https://cdn.sofifa.net/players/239/636/22_120.png","https://cdn.sofifa.net/teams/272/60.png","https://cdn.sofifa.net/flags/dk.png","","https://cdn.sofifa.net/flags/dk.png"
"189300","https://sofifa.com/player/189300/mattias-johansson/220002","M. Johansson","Mattias Erik Johansson","RWB, RM, RB","70","70","1400000.0","6000.0","29","1992-02-16","174","66","1871.0","Legia Warszawa","Polish T-Mobile Ekstraklasa","1.0","SUB","6.0","","2021-07-01","2022.0","46","Sweden","","","","Right","3","3","1","High/Medium","Lean (170-185)","No","2000000.0","","Long Throw-in","83.0","49.0","55.0","71.0","63.0","67.0","61","51","54","60","23","70","59","22","58","70","82","84","83","64","78","68","72","90","56","29","65","64","70","43","46","65","63","65","64","7","10","10","16","16","","62+2","62+2","62+2","65.0","64","64","64","65.0","62+2","62+2","62+2","67+2","61+2","61+2","61+2","67+2","68+2","64+2","64+2","64+2","68+2","68+2","63+2","63+2","63+2","68+2","18+2","https://cdn.sofifa.net/players/189/300/22_120.png","https://cdn.sofifa.net/teams/1871/60.png","https://cdn.sofifa.net/flags/pl.png","","https://cdn.sofifa.net/flags/se.png"
"215487","https://sofifa.com/player/215487/gustav-engvall/220002","G. Engvall","Gustav Per Fredrik Engvall","ST, RW, CAM","69","73","2000000.0","8000.0","25","1996-04-29","184","85","110724.0","KV Mechelen","Belgian Jupiler Pro League","1.0","SUB","20.0","","2018-07-01","2024.0","46","Sweden","","","","Right","3","3","1","Medium/Low","Normal (170-185)","No","3200000.0","","Injury Prone","74.0","67.0","58.0","69.0","31.0","73.0","65","70","61","59","57","71","52","48","45","71","68","78","63","66","59","72","66","74","76","57","67","22","73","64","58","70","25","36","21","14","11","6","8","13","","69+2","69+2","69+2","68.0","69","69","69","68.0","66+2","66+2","66+2","67+2","60+2","60+2","60+2","67+2","52+2","49+2","49+2","49+2","52+2","49+2","46+2","46+2","46+2","49+2","17+2","https://cdn.sofifa.net/players/215/487/22_120.png","https://cdn.sofifa.net/teams/110724/60.png","https://cdn.sofifa.net/flags/be.png","","https://cdn.sofifa.net/flags/se.png"
"198705","https://sofifa.com/player/198705/andy-najar/220002","A. Najar","Andy Aryel Najar Rodríguez","RB","70","70","1400000.0","5000.0","28","1993-03-16","170","69","688.0","D.C. United","USA Major League Soccer","1.0","RCB","14.0","","2021-04-16","2021.0","81","Honduras","","","","Right","4","3","2","High/Medium","Normal (170-)","No","2100000.0","","Injury Prone, Flair","73.0","62.0","67.0","72.0","70.0","63.0","70","61","59","67","58","72","68","63","66","73","71","74","73","63","74","64","72","47","67","62","69","72","64","65","66","68","72","70","70","12","9","12","8","16","","65+2","65+2","65+2","68.0","67","67","67","68.0","68+2","68+2","68+2","67+2","66+2","66+2","66+2","67+2","68+2","68+2","68+2","68+2","68+2","68+2","69+1","69+1","69+1","68+2","17+2","https://cdn.sofifa.net/players/198/705/22_120.png","https://cdn.sofifa.net/teams/688/60.png","https://cdn.sofifa.net/flags/us.png","","https://cdn.sofifa.net/flags/hn.png"
"156519","https://sofifa.com/player/156519/hector-herrera/220002","H. Herrera","Héctor Miguel Herrera López","CM","81","81","21000000.0","63000.0","31","1990-04-19","185","78","240.0","Atlético de Madrid","Spain Primera Division","1.0","SUB","16.0","","2019-07-03","2022.0","83","Mexico","1386.0","SUB","16.0","Right","4","3","3","Medium/Medium","Normal (185+)","Yes","43100000.0","","Solid Player, Long Shot Taker (AI)","70.0","75.0","76.0","76.0","78.0","84.0","65","72","61","81","59","76","69","68","79","78","71","70","73","81","68","81","77","93","80","78","84","82","82","78","67","77","81","82","67","6","10","15","7","16","","75+3","75+3","75+3","76.0","77","77","77","76.0","78+3","78+3","78+3","77+3","80+1","80+1","80+1","77+3","77+3","81","81","81","77+3","77+3","78+3","78+3","78+3","77+3","18+3","https://cdn.sofifa.net/players/156/519/22_120.png","https://cdn.sofifa.net/teams/240/60.png","https://cdn.sofifa.net/flags/es.png","https://cdn.sofifa.net/teams/1386/60.png","https://cdn.sofifa.net/flags/mx.png"
"230470","https://sofifa.com/player/230470/pedro-marcio-rocha-rosa/220002","Pedrildo Rocha","Pedro Márcio Rocha Rosa","LW, LM","71","71","1800000.0","20000.0","29","1992-02-29","174","74","1041.0","Sport Club Corinthians Paulista","Campeonato Brasileiro Série A","1.0","LM","25.0","","2021-07-07","2024.0","54","Brazil","","","","Left","3","2","1","High/High","Normal (170-185)","No","3400000.0","","Technical Dribbler (AI)","77.0","71.0","66.0","75.0","43.0","63.0","64","67","43","64","75","77","78","75","61","75","76","78","76","67","72","78","54","71","71","73","34","29","65","68","69","75","48","43","59","6","10","16","8","13","","68+2","68+2","68+2","71.0","70","70","70","71.0","70+1","70+1","70+1","70+1","65+2","65+2","65+2","70+1","60+2","55+2","55+2","55+2","60+2","58+2","50+2","50+2","50+2","58+2","16+2","https://cdn.sofifa.net/players/230/470/22_120.png","https://cdn.sofifa.net/teams/1041/60.png","https://cdn.sofifa.net/flags/br.png","","https://cdn.sofifa.net/flags/br.png"
"224633","https://sofifa.com/player/224633/guan-he/220002","He Guan","贺惯","CB","65","67","725000.0","6000.0","28","1993-01-25","183","80","112540.0","Shanghai Port FC","Chinese Super League","1.0","LCB","28.0","","2014-07-16","2025.0","155","China PR","","","","Right","4","2","1","Medium/Medium","Lean (170-185)","No","1200000.0","","Solid Player","71.0","32.0","53.0","53.0","65.0","72.0","47","25","64","64","23","42","39","30","55","59","70","72","70","67","66","42","74","83","69","33","64","66","44","45","41","55","70","62","62","7","8","9","12","10","","50+2","50+2","50+2","51.0","50","50","50","51.0","52+2","52+2","52+2","55+2","56+2","56+2","56+2","55+2","64+2","64+2","64+2","64+2","64+2","65+2","65+2","65+2","65+2","65+2","16+2","https://cdn.sofifa.net/players/224/633/22_120.png","https://cdn.sofifa.net/teams/112540/60.png","https://cdn.sofifa.net/flags/cn.png","","https://cdn.sofifa.net/flags/cn.png"
"260328","https://sofifa.com/player/260328/ruben-manjarres/220002","R. Manjarrés","Rubén Darío Manjarrés Jiménez","CM","67","76","2300000.0","950.0","21","2000-02-18","181","75","101101.0","Junior FC","Colombian Liga Postobón","1.0","SUB","13.0","","2021-01-06","2022.0","56","Colombia","","","","Right","3","2","1","Medium/High","Normal (170-185)","No","3700000.0","","","67.0","55.0","70.0","60.0","60.0","65.0","62","51","61","76","51","56","49","47","75","65","68","67","64","60","63","61","64","71","65","56","57","65","55","76","61","55","68","51","56","7","6","14","8","12","","60+2","60+2","60+2","62.0","62","62","62","62.0","65+2","65+2","65+2","64+2","67+2","67+2","67+2","64+2","64+2","66+2","66+2","66+2","64+2","63+2","61+2","61+2","61+2","63+2","14+2","https://cdn.sofifa.net/players/260/328/22_120.png","https://cdn.sofifa.net/teams/101101/60.png","https://cdn.sofifa.net/flags/co.png","","https://cdn.sofifa.net/flags/co.png"
"200781","https://sofifa.com/player/200781/conor-thomas/220002","C. Thomas","Conor Thomas","CDM, CM","65","66","725000.0","3000.0","27","1993-10-29","185","72","1936.0","Cheltenham Town","English League One","3.0","CM","7.0","","2018-07-01","2022.0","14","England","","","","Right","3","2","1","Medium/High","Lean (185+)","No","1300000.0","","","70.0","59.0","61.0","63.0","62.0","72.0","56","57","59","65","49","60","51","48","63","63","69","71","74","61","73","61","59","82","73","59","61","62","58","63","77","66","63","63","62","14","14","12","12","14","","61+2","61+2","61+2","62.0","62","62","62","62.0","63+2","63+2","63+2","63+2","63+2","63+2","63+2","63+2","64+2","64+2","64+2","64+2","64+2","64+2","63+2","63+2","63+2","64+2","19+2","https://cdn.sofifa.net/players/200/781/22_120.png","https://cdn.sofifa.net/teams/1936/60.png","https://cdn.sofifa.net/flags/gb-eng.png","","https://cdn.sofifa.net/flags/gb-eng.png"
"259999","https://sofifa.com/player/259999/sadat-karim/220002","S. Karim","Sadat Karim","ST","59","59","220000.0","950.0","29","1991-10-24","181","80","321.0","Halmstads BK","Swedish Allsvenskan","1.0","SUB","10.0","","2019-01-12","2022.0","117","Ghana","","","","Right","3","2","1","Medium/Medium","Normal (170-185)","No","275000.0","","","68.0","58.0","48.0","59.0","26.0","59.0","30","58","58","55","49","59","31","33","53","61","67","68","54","56","60","59","56","57","63","57","53","30","59","58","59","60","17","25","20","14","14","10","15","7","","59","59","59","57.0","59","59","59","57.0","58+1","58+1","58+1","56+2","54+2","54+2","54+2","56+2","42+2","44+2","44+2","44+2","42+2","41+2","39+2","39+2","39+2","41+2","17+2","https://cdn.sofifa.net/players/259/999/22_120.png","https://cdn.sofifa.net/teams/321/60.png","https://cdn.sofifa.net/flags/se.png","","https://cdn.sofifa.net/flags/gh.png"
"222618","https://sofifa.com/player/222618/sang-won-kim/220002","Kim Sang Won","김상원 金相沅","LB, LM","62","62","350000.0","1000.0","29","1992-02-20","176","69","112558.0","Suwon FC","Korean K League 1","1.0","LWB","3.0","","2021-01-08","2022.0","167","Korea Republic","","","","Left","3","2","1","High/Medium","Normal (170-185)","No","438000.0","","","76.0","52.0","58.0","62.0","56.0","62.0","45","52","51","67","49","58","49","38","60","59","77","75","75","69","81","48","63","71","57","56","62","51","60","59","47","58","59","58","57","9","11","12","14","15","","58+2","58+2","58+2","61.0","61","61","61","61.0","62","62","62","62","61+1","61+1","61+1","62","61+1","60+2","60+2","60+2","61+1","60+2","58+2","58+2","58+2","60+2","18+2","https://cdn.sofifa.net/players/222/618/22_120.png","https://cdn.sofifa.net/teams/112558/60.png","https://cdn.sofifa.net/flags/kr.png","","https://cdn.sofifa.net/flags/kr.png"
"190607","https://sofifa.com/player/190607/darwin-quintero/220002","D. Quintero","Carlos Darwin Quintero Villalba","CAM, LW, LM","73","73","1900000.0","8000.0","33","1987-09-19","166","66","698.0","Houston Dynamo","USA Major League Soccer","1.0","SUB","23.0","","2019-11-13","2021.0","56","Colombia","","","","Right","3","4","1","High/Low","Normal (170-)","No","2800000.0","#Acrobat","Flair, Outside Foot Shot, Chip Shot (AI)","83.0","71.0","69.0","79.0","28.0","65.0","70","70","55","67","72","81","75","56","70","74","85","81","91","69","84","73","67","61","64","71","74","24","73","70","59","75","29","23","21","7","9","16","7","12","","71+2","71+2","71+2","","73","73","73","","73","73","73","73","66+2","66+2","66+2","73","53+2","51+2","51+2","51+2","53+2","49+2","44+2","44+2","44+2","49+2","16+2","https://cdn.sofifa.net/players/190/607/22_120.png","https://cdn.sofifa.net/teams/698/60.png","https://cdn.sofifa.net/flags/us.png","","https://cdn.sofifa.net/flags/co.png"
"156321","https://sofifa.com/player/156321/adebayo-akinfenwa/220002","A. Akinfenwa","Saheed Adebayo Akinfenwa","ST","65","65","240000.0","2000.0","39","1982-05-10","178","110","1933.0","Wycombe Wanderers","English League One","3.0","SUB","20.0","","2016-07-10","2022.0","14","England","","","","Right","3","2","1","Low/Low","Unique","Yes","420000.0","#Strength","Leadership, Power Header, Team Player","40.0","64.0","55.0","56.0","35.0","74.0","44","64","74","62","59","50","50","42","52","68","34","44","34","64","71","71","49","34","97","56","74","17","68","61","64","68","32","40","24","14","7","15","6","16","","65","65","65","56.0","60","60","60","56.0","59+2","59+2","59+2","55+2","56+2","56+2","56+2","55+2","42+2","48+2","48+2","48+2","42+2","41+2","50+2","50+2","50+2","41+2","17+2","https://cdn.sofifa.net/players/156/321/22_120.png","https://cdn.sofifa.net/teams/1933/60.png","https://cdn.sofifa.net/flags/gb-eng.png","","https://cdn.sofifa.net/flags/gb-eng.png"
"229702","https://sofifa.com/player/229702/joshua-mees/220002","J. Mees","Joshua Mees","LW, RW","67","70","1300000.0","9000.0","25","1996-04-15","180","76","576.0","Holstein Kiel","German 2. Bundesliga","2.0","SUB","29.0","","2020-10-05","2024.0","21","Germany","","","","Right","4","3","1","Medium/Medium","Lean (170-185)","No","2200000.0","","Dives Into Tackles (AI), Finesse Shot, Technical Dribbler (AI)","71.0","64.0","63.0","70.0","21.0","55.0","64","68","48","66","59","72","66","45","57","68","74","69","78","47","62","64","57","62","53","58","52","17","68","66","55","70","18","19","15","11","14","7","7","9","","63+2","63+2","63+2","67.0","66","66","66","67.0","66+2","66+2","66+2","66+2","59+2","59+2","59+2","66+2","46+2","43+2","43+2","43+2","46+2","42+2","35+2","35+2","35+2","42+2","14+2","https://cdn.sofifa.net/players/229/702/22_120.png","https://cdn.sofifa.net/teams/576/60.png","https://cdn.sofifa.net/flags/de.png","","https://cdn.sofifa.net/flags/de.png"
